"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT08"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-15","10.07",,"0.00","0.0","0.0","72","79","66","  140","  140","18.1","21.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-16","14.09",,"0.29","0.0","0.0","68","72","64","  170","  170","23.0","28.0","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-17","14.54",,"0.00","0.0","0.0","77","94","67","  270","  270","32.0","42.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-18","19.46",,"0.00","0.0","0.0","73","78","59","  330","  330","35.1","44.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-19","17.22",,"0.00","0.0","0.0","64","76","55","  350","  350","29.1","38.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-20","11.41",,"0.00","0.0","0.0","70","82","58","  200","  290","19.9","23.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-21","4.92",,"0.02","0.0","0.0","70","78","61","  140","  140","12.1","14.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-22","10.74",,"0.14","0.0","0.0","65","67","61","  150","  150","18.1","23.9","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-23","8.50",,"0.00","0.0","0.0","67","74","60","  140","  130","15.0","21.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-24","8.50",,"0.00","0.0","0.0","68","76","61","  190","  190","21.0","25.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-25","8.28",,"0.00","0.0","0.0","76","88","66","  200","  190","16.1","18.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-26","13.20",,"0.00","0.0","0.0","75","84","68","  180","  180","28.0","35.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-27","8.72",,"0.35","0.0","0.0","72","77","69","  190","  190","18.1","23.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-28","8.72",,"0.00","0.0","0.0","72","80","64","  200","  200","17.0","21.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-29","11.41",,"0.00","0.0","0.0","72","83","64","  180","  190","21.9","27.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-30","9.84",,"0.00","0.0","0.0","75","84","68","  190","  180","19.9","25.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-01","12.08",,"0.00","0.0","0.0","76","85","70","  200","  200","23.9","29.1",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-02","10.07",,"0.00","0.0","0.0","78","87","73","  200","  190","21.0","25.9",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-03","8.50",,"0.00","0.0","0.0","79","88","70","  330","  320","15.0","18.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-04","9.84",,"0.00","0.0","0.0","76","85","66","  170","  180","18.1","21.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-05","14.32",,"0.01","0.0","0.0","74","84","68","  180","  180","29.1","38.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-06","11.18",,"0.00","0.0","0.0","79","89","71","  320","  320","21.0","25.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-07","10.07",,"0.00","0.0","0.0","77","82","69","  120","  110","18.1","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-08","6.04",,"0.26","0.0","0.0","72","81","65","  180","  190","16.1","19.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-09","8.05",,"0.00","0.0","0.0","76","86","69","   40","   40","17.0","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-10","9.17",,"0.00","0.0","0.0","73","81","66","  160","  170","16.1","19.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-11","14.09",,"0.00","0.0","0.0","73","81","65","  180","  180","25.9","31.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-12","15.88",,"0.00","0.0","0.0","75","83","69","  180","  190","29.1","35.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-13","10.51",,"0.00","0.0","0.0","81","91","73","  180","  190","19.9","25.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-14","7.16",,"0.00","0.0","0.0","79","92","72","  200","   10","14.1","17.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-15","8.95",,"0.00","0.0","0.0","78","84","72","  130","  150","16.1","19.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-16","7.61",,"0.02","0.0","0.0","76","84","72","  360","  320","15.0","21.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-17","8.28",,"0.02","0.0","0.0","78","84","72","  180","  180","17.0","21.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-18","14.32",,"0.38","0.0","0.0","78","84","74","  220","  230","31.1","40.9","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-19","14.09",,"0.00","0.0","0.0","82","94","75","  250","  250","21.0","25.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-20","12.97",,"0.00","0.0","0.0","85","95","76","  180","  180","23.0","28.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-21","10.29",,"0.00","0.0","0.0","82","91","75","  180","  180","21.0","30.0",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-22","10.07",,"0.00","0.0","0.0","87","95","78","  170","  180","23.9","30.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-23","9.62",,"0.00","0.0","0.0","86","96","77","  180","  170","19.9","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-24","13.87",,"0.00","0.0","0.0","83","96","76","  180","  190","25.9","33.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-25","10.51",,"0.23","0.0","0.0","80","86","75","  190","  180","18.1","23.0","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-26","9.62",,"0.00","0.0","0.0","77","81","72","  240","  230","16.1","19.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-27","8.72",,"0.00","0.0","0.0","77","85","68","  180","  180","17.0","21.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-28","10.74",,"0.18","0.0","0.0","77","84","74","  180","  170","19.9","25.1","    1",,"    1",,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-29","9.62",,"0.00","0.0","0.0","80","85","76","  190","  190","17.0","19.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-30","11.41",,"0.00","0.0","0.0","82","91","74","  320","  320","21.9","29.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-31","8.05",,"0.00","0.0","0.0","78","85","69","  210","  210","15.0","18.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-01","7.83",,"0.25","0.0","0.0","73","77","68","   20","   20","14.1","16.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-02","10.51",,"0.00","0.0","0.0","77","89","69","  190","  190","17.0","19.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-03","10.29",,"0.00","0.0","0.0","82","89","74","  180","  180","21.0","25.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-04","11.63",,"0.00","0.0","0.0","81","91","72","  180","  180","25.1","29.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-05","10.51",,"0.00","0.0","0.0","81","89","76","  210","  200","17.0","19.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-06","12.08",,"0.00","0.0","0.0","80","89","74","  190","  190","23.0","29.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-07","13.87",,"0.01","0.0","0.0","81","89","77","  190","  200","25.1","29.1",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-08","14.09",,"0.00","0.0","0.0","81","88","77","  190","  180","29.1","35.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-09","11.41",,"0.00","0.0","0.0","83","93","75","  360","  220","21.9","27.1",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-10","9.62",,"0.00","0.0","0.0","81","88","75","   30","   30","16.1","19.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-11","7.61",,"0.35","0.0","0.0","78","86","72","  360","  360","18.1","25.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-12","10.96",,"0.00","0.0","0.0","77","87","71","  350","  360","21.0","25.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-13","10.74",,"0.00","0.0","0.0","74","81","65","   10","   10","18.1","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-14","8.50",,"0.00","0.0","0.0","73","82","64","  160","  160","17.0","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-15","6.93",,"0.00","0.0","0.0","74","82","66","  140","  140","17.0","21.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-16","8.95",,"0.00","0.0","0.0","73","82","63","   40","   40","18.1","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-17","6.93",,"0.13","0.0","0.0","73","84","65","   50","  330","18.1","21.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-18","10.29",,"0.00","0.0","0.0","74","87","65","  190","  190","23.9","28.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-19","11.18",,"0.00","0.0","0.0","78","88","70","  180","  170","23.0","29.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-20","8.72",,"0.00","0.0","0.0","78","88","72","  180","  180","18.1","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-21","7.16",,"0.00","0.0","0.0","76","82","71","  150","  150","15.0","19.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-22","6.71",,"0.03","0.0","0.0","74","79","73","  120","  130","15.0","18.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-23","9.40",,"0.00","0.0","0.0","76","85","71","  300","  310","21.9","28.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-24","11.41",,"0.00","0.0",,"80","91","71","  190","  190","21.9","25.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-25","9.62",,"0.00","0.0","0.0","81","92","69","  190","  190","19.9","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-26","11.41",,"0.02","0.0","0.0","78","86","72","  180","  190","29.1","35.1",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-27","8.05",,"0.00","0.0","0.0","80","91","73","  140","  360","16.1","19.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-28","10.51",,"0.00","0.0","0.0","76","83","73","  100","   90","18.1","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-29","10.96",,"0.00","0.0","0.0","77","85","74","  180","  170","21.0","25.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-30","13.42",,"0.06","0.0","0.0","78","86","73","  170","  170","28.0","33.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-31","11.63",,"0.00","0.0","0.0","79","88","72","  300","  300","21.0","28.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-01","12.75",,"0.00","0.0","0.0","79","89","69","  330","  290","21.0","25.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-02","7.38",,"0.00","0.0","0.0","72","77","62","  140","  130","14.1","19.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-03","7.38",,"0.00","0.0","0.0","70","79","62","  140","  130","13.0","19.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-04","9.40",,"0.03","0.0","0.0","76","86","72","  180","  180","17.0","19.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-05","8.50",,"0.00","0.0","0.0","76","84","72","  180","  180","21.9","25.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-06","9.62",,"0.87","0.0","0.0","73","75","67","   60","   50","17.0","23.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-07","12.75",,"0.00","0.0","0.0","69","75","66","   40","   50","19.9","25.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-08","7.38",,"0.00","0.0","0.0","71","80","65","   40","   40","18.1","21.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-09","7.16",,"0.00","0.0","0.0","69","79","60","  200","  200","13.0","16.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-10","7.38",,"0.00","0.0","0.0","72","82","65","  200","  190","13.0","15.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-11","6.71",,"0.20","0.0","0.0","73","76","68","  160","  160","16.1","19.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-12","7.61",,"0.06","0.0","0.0","72","79","68","  170","  170","14.1","17.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-13","11.41",,"0.01","0.0","0.0","76","88","69","  260","  260","25.1","29.1","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-14","12.30",,"0.00","0.0","0.0","74","84","65","  310","  310","21.0","25.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-15","12.30",,"0.00","0.0",,"72","76","61","  320","  340","25.1","32.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-16","6.04",,"0.00","0.0","0.0","67","78","56","  300","  320","12.1","16.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-17","9.17",,"0.00","0.0","0.0","69","74","65","  200","  200","16.1","19.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-18","14.32",,"0.00","0.0","0.0","73","84","67","  240","  230","21.9","27.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-19","11.18",,"0.03","0.0","0.0","75","85","69","  290","  270","30.0","40.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-20","12.30",,"0.00","0.0","0.0","74","83","69","  310","  320","19.9","25.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-21","10.74",,"0.00","0.0","0.0","71","78","62","  210","  180","17.0","21.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-22","14.54",,"0.34","0.0","0.0","71","81","58","  310","  320","30.0","38.9","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-23","20.36",,"0.00","0.0","0.0","60","67","51","  330","  300","30.0","38.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-24","10.51",,"0.00","0.0","0.0","58","72","49","  330","  330","21.9","28.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-25","11.86",,"0.31","0.0","0.0","66","76","61","  290","  290","33.1","45.0","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-26","14.09",,"0.00","0.0","0.0","66","75","59","  190","  180","25.1","32.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-27","12.08",,"0.00","0.0","0.0","67","72","60","  250","  240","21.0","23.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-28","10.96",,"0.00","0.0","0.0","63","73","54","  360","  350","19.9","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-29","12.97",,"0.00","0.0","0.0","63","68","56","   20","   30","23.0","28.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-30","11.18",,"0.00","0.0","0.0","59","64","54","   70","   70","16.1","21.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-01","17.00",,"0.89","0.0","0.0","58","60","53","   50","   20","25.1","32.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-02","20.58",,"0.19","0.0","0.0","57","60","50","   50","   50","31.1","38.0","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-03","17.67",,"0.78","0.0","0.0","51","52","49","   30","   30","25.9","34.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-04","18.34",,"1.38","0.0","0.0","50","56","47","   30","   40","25.1","32.0","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-05","12.30",,"0.55","0.0","0.0","56","60","55","   30","   20","21.0","30.0","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-06","6.49",,"0.00","0.0","0.0","62","76","52","  340","  340","14.1","17.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-07","10.96",,"0.00","0.0","0.0","65","76","56","  330","  330","23.0","25.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-08","10.74",,"0.04","0.0","0.0","58","61","46","  310","  350","21.9","28.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-09","11.41",,"0.00","0.0","0.0","54","64","45","  270","  270","21.0","23.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-10","9.62",,"0.00","0.0","0.0","58","68","48","  230","  210","17.0","21.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-11","8.28",,"0.00","0.0","0.0","61","73","51","  180","  190","17.0","19.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-12","9.62",,"0.00","0.0","0.0","60","68","52","  170","  170","19.9","25.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-13","14.32",,"1.11","0.0","0.0","64","68","55","  330","  150","21.9","28.0","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-14","8.50",,"0.11","0.0","0.0","60","69","51","  340","  340","23.9","29.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-15","8.95",,"0.00","0.0","0.0","58","68","47","  170","  170","23.0","25.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-16","6.71",,"0.00","0.0","0.0","59","66","52","  220","  230","13.0","16.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-17","9.62",,"0.08","0.0","0.0","60","67","54","  300","  290","19.9","25.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-18","12.08",,"0.00","0.0","0.0","54","58","48","  270","  270","19.9","23.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-19","14.99",,"0.00","0.0","0.0","50","56","43","  260","  260","23.9","29.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-20","16.78",,"0.00","0.0","0.0","52","61","44","  260","  260","25.1","30.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-21","6.26",,"0.00","0.0","0.0","55","64","43","  200","  190","16.1","19.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-22","4.25",,"0.00","0.0","0.0","55","65","43","  160","  160","10.1","13.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-23","10.74",,"0.03","0.0","0.0","57","61","55","   30","   40","21.0","27.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-24","9.17",,"0.37","0.0","0.0","58","64","55","   40","   30","16.1","19.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-25","5.82",,"0.00","0.0","0.0","65","73","62","  100","  140","13.0","15.0","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-26","6.26",,"0.00","0.0","0.0","65","71","60","  250","  270","17.0","19.9","    1","    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-27","15.21"," 1313","0.00",,,"62","67","51","  340","  360","25.1","32.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-28","10.07",,"0.00","0.0","0.0","52","59","46","  360","  360","21.9","25.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-29","6.04",,"0.00","0.0","0.0","50","61","42","   20","  360","15.0","19.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-30","2.91",,"0.00","0.0","0.0","51","62","38","  160","  210","8.9","11.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-10-31","5.82",,"0.08","0.0","0.0","56","64","49","  190","  190","13.0","15.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-11-01","8.95",,"0.21","0.0","0.0","62","70","59","  290","  320","16.1","19.9","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-11-02","5.82",,"0.00","0.0","0.0","63","72","50","   20","   20","19.9","23.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-11-03","3.80",,"0.00","0.0","0.0","56","66","46","  140","  150","10.1","13.0",,,,,
